title,summary
운명게임 2,"이상문학상 수상 작가 박상우가 4년 만에 출간한 장편소설. 30여 년간 성실하고도 집요하게 소설을 써온 박상우 작가는 항상 이전과는 다른 새로운 스타일의 이야기를 만들고자 수많은 실험과 쇄신을 시도해 왔다. 그의 도전 정신은 이번 소설 <운명게임>에서 더욱 다채롭게 발휘된다.

이상문학상 수상 작가 박상우가 4년 만에 신작 장편소설 <운명게임>(전 2권)을 출간했다. 30여 년간 성실하고도 집요하게 소설을 써온 박상우 작가는 항상 이전과는 다른 새로운 스타일의 이야기를 만들고자 수많은 실험과 쇄신을 시도해 왔다. 그의 도전 정신은 이번 소설 <운명게임>에서 더욱 다채롭게 발휘된다.

<운명게임>은 본격소설, SF, 판타지가 한데 어우러진 복합 장르물로서, '인간', '영혼', '자유의지' 등의 철학적 주제를 우주적 상상력을 통해 속도감 있는 이야기로 펼쳐낸다.

소설은 주인공 '이보리'가 등장하는 영역과 그 소설을 집필하는 작가 '나'가 등장하는 영역이 하나하나 교차되어 제시된다. 서로 다른 층위의 영역이 설정되고, 각 영역이 서로 유기적으로 연결·소통되는 이 같은 구조는 '나', '인간', '지구'와 같은 한정된 경계를 벗어나 무한한 우주적 원리를 탐구하고자 하는 이 책의 주제의식을 드러내고 있다.

소설의 주인공 이보리는 명상과 수행을 통해 우주적 에너지와 교신하며 <인간 문제의 궁극에 대한 답>이라는 책을 집필한다. 그 책을 계기로 어느 날 비밀에 싸인 한 노인의 상담역을 제안받은 그는 노인을 상대로 불교와 기독교, 과학과 초과학을 넘나드는 인생 문답을 펼쳐가게 된다."
삼총사,"구름서재의 뮤지컬원작 클래식 시리즈 중 세 번째 작품 <삼총사>의 개정판. 19세기 프랑스 최고의 인기 작가 알렉상드르 뒤마의 대표작 <삼총사>는 지금까지 세계 170개국 70여 개 언어로 번역되어 1억5천만 부가 팔린 초베스트셀러 작품이다. 이 작품은 또한 소설을 넘어 만화, 애니메이션, 동화, 드라마, 뮤지컬 등의 원작으로 끊임없이 새롭게 재창작되는, 이야기 구성의 교과서와도 같은 작품이 되었다.

구름서재가 낸 프랑스어 번역본 <삼총사>는 원작의 장황함을 덜어내고 현대어의 입말을 살려 보다 속도감 있게 고전 원작을 읽어내도록 배려했다. 날씬하게 다이어트 한 이 책을 통해 독자들은 170년 동안 세계의 독자들을 열광케 했던 원조 베스트셀러 소설의 재미와 감동을 만끽할 수 있다."
전국지 1~10 + 전국지 가이드북 세트 - 전11권,"일본의 15세기 중반부터 16세기 후반에 이르는 전국시대를 배경으로 오다 노부나가, 도요토미 히데요시, 그리고 도쿠가와 이에야스 이 세 영걸의 파란만장한 천하통일기를 다룬 요시카와 에이지의 대하 역사소설이다.

권모술수와 합종연횡이 난립하는 난세의 시대를 평정하고 중앙집권의 에도 막부 체제를 세우는 오다 노부나가, 도요토미 히데요시, 도쿠가와 이에야스의 행적에 초점을 맞추어 따라가고 있지만 단순히 그들의 영웅적 무용담에만 의존하지는 않는다. 대하의 강물처럼 도도히 흘러가는 역사와 시대의 물결 속에서 그들이 어떤 이상 아래, 어떤 시대를 열어가고자 했으며 그것을 이루기까지의 개인적인 고뇌와 인간적인 면모까지 깊이 있게 그려내고 있다."
조선 후기 성 소화 선집,"'문학동네 한국고전문학전집' 9권 <조선 후기 성 소화 선집>. 11권의 패설집에 전하는 234편의 성 이야기를 모은 이 책은 옛사람들의 가장 뜨거운 기록이다. '고금소총'을 비롯해 '이야기책', '소낭', '각수록', '파적록', '거면록' 등 아직까지 소개된 적 없는 패설집에 수록된 이야기 중 성 이야기를 일부, 혹은 전부를 번역해 수록했다.

옛사람들의 인간적인 모습을 날것 그대로 생생하게 드러내는 텍스트이다. 여기에는 남녀도, 상하도 없다. 이 책은 우리가 관념적으로만 알고 있던 조선시대의 또다른 면을 생생하게 보여준다. 타고난 인간의 본성을 긍정하는 성 이야기, 암울한 시대에 감성의 마지막 통로로서의 성 이야기, 그리고 부도덕을 응징하고 비틀어 꼬집는 성 이야기 등이 담겨 있다."
"카프카와 가족, 아버지의 집에서 낯선 자 되기","북튜브 출판사 ‘가족특강’ 시리즈의 여섯번째 책 『카프카와 가족, 아버지의 집에서 낯선 자 되기』는 카프카의 삶과 작품을 통해 ‘가족’, 그리고 ‘아버지’에 대한 상식을 다시 생각해 보고자 한다. 카프카는 자신의 모든 글의 대상이 ‘아버지’라고 고백할 만큼 부자관계와 가족의 문제에 대해 깊은 고민을 했고, 이런 고민을 자신의 작품에도 담았다.

이 책은 카프카의 이런 사유를 그가 처했던 시대상황, 아버지와의 관계, 세 번이나 감행한 약혼 등과 관련지어 설명하고, 카프카가 어떻게 작품을 통해 이런 상황들을 타개해 보려 했는지를 드러내고 있다. 이를 통해 떠나지도 않고, 굴복하지도 않고, 맞서 싸우지도 않으면서 낯선 존재로 ‘많은 발을 쳐들고 기어다니기’, 그럼으로써 ‘가족’이라는 상식을 여지없이 휘젖고 뒤집어 버리는 방법을 카프카에게서 배울 수 있을 것이다."
공통점 5 : 우리 시절 아카이브,"《공통점》5호의 주제는 ‘회상’이다. 누구에게나 있을 ‘무언가를 처음 시작했을 때’에 관한 이야기로 지면을 꾸몄다. 15명의 작가가 쓴 5편의 산문과 20편의 시를 게재하였다. 또한 다세대 인터뷰, 활자 연극, 사진 아카이브, 문장 수집 등의 기획 코너로 지면을 꾸렸다.

필진으로는 김원경, 김이듬, 김현진, 나일선, 나혜, 박다혜, 박선아, 신종원, 신헤아림, 윤유나, 이서영, 임주아, 조해주, 홍지호, 황유원 작가가 참여하였다. 공통점의 콘텐츠 창작자들이 꾸리는 기획 코너로는 활자 연극과 인터뷰, 사진 아카이브와 문장 수집까지 네 개의 코너가 마련되었다.

인터뷰 코너 '멈춘 공간으로 데려가기'에서는 김병관이 세대별 인터뷰이를 만나 지난 시절과 지금의 일상에 관한 대화를 나눈다. 이기현이 기획한 문장 수집 코너에서는 참여자들로부터 전달받은 문장으로 한 편의 시를 엮어 선보인다. 아카이브 코너에서는 1980년부터 2000년대 초반까지 사람들의 추억 사진을 감상할 수 있다. 활자 연극 코너에서는 마치 게임 시뮬레이션 같은 오편례, 김봉판의 대화를 만나볼 수 있다."
톨스토이냐 도스토예프스키냐,"조지 스타이너가 1960년 프린스턴대 고등연구원으로 있던 시절 발표한 첫 비평서이자 그를 일약 대서양 양쪽의 문학계에서 주목받게 한 대표작이다. 서구 문학사상 산문 소설에서 최고봉을 이룬 두 러시아 작가가 문학과 철학, 신학에서 이룬 성취를 정면으로 다루고 있다.

스타이너는 두 러시아 거인의 작품들은 서양 소설의 최고봉들 가운데서도 단연 우뚝 솟아 있으며 발자크나 디킨스, 플로베르의 걸작들을 가공할 만큼 능가한다고 단언한다. 톨스토이는 호머와 연관시키기에 충분할 정도로 ‘서사시’적이고 가정적인 면에서든 영웅적인 면에서든 인간의 삶을 그만큼 완벽하게 그린 사람은 없다.

그리고 도스토예스키는 셰익스피어 이후로 극작가 가운데서 가장 위대하고 가장 다성악적인 극작가이며 그만큼 인간 영혼을 깊이 파헤친 사람은 없다. 톨스토이 소설의 서사시적 웅대함과 도스토예프스키 소설의 환상적이고 계시적인 강렬함은 산문 소설이 낳은 최고의 성취다.

스타이너는 서양 문학의 변방이라고 할 수 있는 러시아에서 벌어진 톨스토이와 도스토예프스키의 문학이 서양 문학의 전통과 맺은 관계를 호머부터 단테, 셰익스피어, 라신, 코르네유, 실러, 발자크, 디킨스, 플로베르, 고딕소설 대가들의 영향과 연관 짓고 문학과 역사와 신학을 종횡으로 오가면서 두 거인의 문학의 성취를 살펴본다."
묵시,"일본 현대문학의 대표 작가 쓰시마 유코가 개인적인 체험을 주요 모티프로 한 초기 단편 중 일곱 편을 직접 선정해 묶은 소설집. 가와바타 야스나리 상, 오사라기 지로 상, 마이니치 예술상 등 다수의 문학상을 수상하며 일찍이 일본 내에서 문학성을 인정받았을 뿐만 아니라 세계 10여 개국에 번역, 소개된 쓰시마 유코는 「뉴욕 타임스」로부터 ""동세대 작가 중 가장 중요한 한 명""이라는 높은 평가를 받았다.

이번 소설집은 소설가 신경숙과의 인연으로 출간되었다. 2006년 3월부터 일 년간 한일 양국의 문예지 「현대문학」과 「스바루」에 연재되었던 왕복 서간(단행본 <산이 있는 집 우물이 있는 집>으로 국내 출간)에서 '쓰시마 선생님이 직접 고른 중단편을 엮어 한국에서 내자'고 했던 신경숙 작가의 제안이 마침내 결실을 맺은 것이다.

쓰시마 유코는 <묵시> <꿈의 기록> <빛나는 물의 시대> 세 소설집에서 일곱 편을 골랐다. 1982년부터 십 년에 걸쳐 발표한 작품들은 모두 죽음으로 인한 가까운 이의 상실과 시공을 초월한 재회를 다루고 있다. 작가 스스로의 아픔이 담긴 각각의 단편들을 통해 가족이라는 혈연과 그 의미를 집요하리만큼 반추해온 작품세계의 원천을 엿볼 수 있다."
가면무도회 1,"긴다이치 코스케 시리즈. 대표작 <이누가미 일족>을 비롯하여 <옥문도>, <팔묘촌> 등 연이어 히트작을 선보이며 국내에서도 많은 팬들을 확보하고 있는 일본 본격 미스터리의 거장 요코미조 세이시. 그가 자신의 작품 중 최고라고 손꼽은 10편 중 하나인 <가면무도회>가 출간되었다.

국내에서는 시리즈 12번째 출간작인 <가면무도회>는 작가가 한차례 집필을 중단했다가 이후 10년 만에 완성한 대작이다. 말년에도 왕성한 집필활동을 펼쳤던 요코미조 세이시에게 일본 추리소설의 아버지 에도가와 란포는 ""예순이 넘어도 장편소설을 쓰는 열정적인 작가""라는 찬사를 아끼지 않았으며, 요코미조 세이시 역시 먼저 세상을 떠난 에도가와 란포에게 이 작품을 헌정하며 깊은 우정과 존경심을 드러내기도 하였다.

긴다이치 코스케 시리즈 중 후기작에 속하는 본작에서는 초기작 <혼진 살인사건>나 <옥문도>처럼 독자의 감탄을 자아내곤 했던 정교한 트릭은 존재하지 않는다. 심지어 범인을 밝히는 역할마저 긴다이치 코스케의 몫이 아니다. 독자의 뒤통수를 치는 반전은 물론 '의외의 범인'이겠으나, 범인의 정체보다 더 놀라운 것은 사건 이면에 숨어 있는 갈등 구조다.

한 여성을 중심으로 정신 사나우리만큼 복잡하게 얽힌 인간관계와 파괴로 치닫는 갈등 자체가 이 작품의 모든 것이다. 사회파 추리소설이 맹위를 떨치던 당시 분위기의 영향으로 작가 역시 정교한 트릭보다 시대상의 묘사와 사회비판에 주목한 결과라고 할 수 있을 것이다. <가면무도회>는 요코미조 세이시라는 노대가가 사회파라는 거대한 조류를 맞아 어떻게 본연의 모습을 지켜가며 자신의 목소리를 들려주는지를 확인할 수 있는 인상적인 작품이다."
눈물 속에는 고래가 산다,"90년대 우리 시단의 젊은 시인군 중에서 가장 독특한 시법을 가진 이대흠 시인의 첫시집. 근육질의 핏줄이 돋고, 땀이 흐르고, 해머드릴이 울리고, 어둠을 가르고, 백설공주를 부르고, 루루루 건축공사장으로 나가는 시인의 주변은 온통 불편한 현실이지만 그 모든 것은 그에게 눈물 속의 노래다. 제3회 현대시 동인상 수상작 수록"
천진 시절,"다양한 인간 군상의 일상과 그들이 만들어내는 시대상을 빼어난 통찰과 흥미로운 서사로 담아내는 금희 작가의 첫번째 장편소설. 최근 창비가 새롭게 선보인 젊은 경장편 시리즈 '소설Q'의 신작이다.

중국 길림성 출신으로 2007년 「연변문학」에서 주관하는 윤동주신인문학상을 수상하며 활동을 시작한 금희 작가는 「창작과비평」 2014년 봄호에 조선족 사회의 탈북 여성 이야기를 다룬 단편 '옥화'를 발표하며 한국 문단에 처음 자신의 이름을 각인시켰다. 그리고 이듬해 출간한 소설집 <세상에 없는 나의 집>이 2016년 신동엽문학상 수상작으로 선정될 정도로 단숨에 작품성을 인정받으며 주목받았다.

""자본주의 세계체제로서의 근대라는 폭넓은 범주 속에서 사람들의 다양한 욕망을 형상화""한 작가, ""생존을 위한 절박한 선택을 포함하여 '더 잘살기 위해서' 여러 나라를 가로지르는 자발적인 이동의 삶""을 포착하는 작가라는 평가(백지연)에 걸맞게 <천진 시절> 역시 생존과 꿈, 그리고 욕망을 주된 주제로 삼아 너른 시공간을 종횡무진하며 활달한 에너지를 뿜어낸다."
이윽고 사랑하는 비비레인 1,'어느 비공사' 시리즈 이누무라 코로쿠가 그리는 신간. 슬럼가의 볼품없는 소년은 자신의 가슴에 여동생의 부탁을 품고 여행을 떠난다. 그가 살아남기 위해 몸부림치는 곳은 전장의 한가운데. 그곳에서 자신의 자리를 찾기 위해 발버둥 치는 다양한 사람들과 만나며 ‘비비 레인’을 찾기 위해 앞으로 나아가는 소년 루카 베르카. 추악한 세계에서 총기와 기계병들이 날뛰는 생생한 전장과 소년소녀들의 애절한 마음이 교차한다.
클락헨,"임야비 장편소설. 팬데믹(Pandemic) 시대. 코로나와 페스트 같은 위협은 의외로 눈에 보이는 가까운 곳에 있을 수 있다. 지구상 가장 위협적인 생태계 교란종은 다름 아닌 인류다. 모든 생물은 '자연 선택'을 받아 진화하지만, 가축인 닭은 '인간 선택'을 받는다.

닭은 4000년간 철저하게 인간의 욕심에 맞춰진 선택적 진화를 거듭했다. 품종 개량은 더 많은 유전자를 퍼뜨리고 싶어 하는 닭의 욕망과 더 많은 달걀과 닭고기를 얻기 위한 인간의 욕망이 맞아떨어지는 교차점에서 이뤄졌다. 만약 산란일자가 새겨진 달걀을 낳는 닭, 하루에 2개 이상의 알을 낳는 돌연변이 닭이 나타난다면, 인간은 어떤 선택을 할까?

소설에서 인간은 '자연 선택'이 아닌 '인간 선택'을 이용해 기존의 닭을 멸종시키고, 클락헨을 끊임없이 품종 개량한다. 너무 싸고 흔해서 아무 생각 없이 소비하고 있는 가축 '닭'과 '달걀'. 저자는 무리한 품종 개량으로 기형적 진화를 거듭해온 닭(클락헨)을 통해 욕망과 진화, 인류와 신을 새로운 각도로 재조명했다."
모비 딕 (미니북),하얀 고래 모비 딕을 향한 인간의 집념과 투쟁의 서사시.
악녀 메이커 1,"10년 전에 쓴 로맨스 판타지에 빙의했다. 그것도 여주인공을 저주하다가 남주인공에게 죽임을 당하는 악녀 아일라에게. 그럼 악녀가 아니면 되지 않을까? “이번 생은 돈 많은 백수로 평생 놀아야지!” 그러나, 머지않아 하루가 되돌아가기 시작했다. 원작의 아일라처럼 행동하지 않았다는 이유 때문에."
광인일기,"루쉰의 대표작들을 중국 판화계의 거장 자오옌녠의 사실주의적 판화와 루쉰 전공자 이욱연 교수의 새로운 번역으로 읽는 '문학동네 루쉰 판화 작품집'. 중국 인민출판사의 '자오옌녠 목각 삽화본'을 번역 저본으로 삼아, 그동안 <아Q정전>과 <들풀>을 소개해온 바 있는 '문학동네 루쉰 판화 작품집'이 이번에 <광인일기>를 선보인다.

중국 최초의 근대소설이자 루쉰 사고의 원형이 풍부하게 담긴 표제작 '광인일기'와 비극적 현실을 뛰어넘어 새로운 세상이 열리길 염원하는 루쉰의 바람이 담긴 '고향'을 비롯해, 공화제 혁명을 추진하던 1910년 전후의 중국을 다룬 작품들이 실려 있다. 중국 민중과 지식인에 대한 비판은 물론 새로운 인간과 새로운 세상에 대한 갈망 등 루쉰 문학의 개성이 풍부히 담겨 있는 작품들이다."
손바닥문학상 수상작품집 : 2009-2018,"「한겨레21」이 공모해온 '손바닥문학상'의 지난 10년을 기록하고, 우리 사회의 10년을 되돌아보기 위해 묶은 책이다. 우리 주변의 숱한 보통 사람들이 저마다의 근사한 이야기를 통해 자신을, 그리고 세상을 구원하길 기대하며 선정된 1회~10회 대상작 10편과 가작 중 4편을 선별해 담았다.

2009년 9월, '세상의 뺨을 때리는 손바닥을 찾습니다'라는 문구 아래 시작한 '손바닥문학상'은 당시 공모만으로도 큰 화제를 모았다. 거리의 응원가를 떠올리게 하는 '나쁜 세상의 뺨을 후려쳐주십시오. 착한 세상을 맞대어 악수하고 박수쳐주십시오. 세상에 대한 응어리를 글로 풀어주십시오'라는 힘찬 문구와, '당선자 없음은 없습니다'라고 말하던 솔직한 약속, '동시대 사회적 이슈를 주제나 소재'로 다루는 작품을 찾는다는 더없이 반가운 현재성, '논픽션과 픽션의 구분이 없다'는 공모의 파격은 그 어떤 문학상에서도 찾아보지 못한 것들이었다. 물론 그건 지금도 유효하다.

하지만, 무엇보다 손바닥문학상과 다른 문학상의 가장 큰 차이는 이 시대를 살아가는 평범한 사람들의 살아 있는 경험과 인식, 사회적 의제를 얼마나 현실감 있게 글 속에 녹여내고 있느냐에 있다. 1회 대상작인 '오리 날다'부터 10회 대상작인 '파지'까지, 각각의 수상작에는 현실에 대한 진솔한 공감과 비판, 그리고 우리 사회의 다채로운 모습들이 분명한 소수자의 얼굴을 한 채 드러나 있다. 우리가 지나왔고 외면해왔던 10년이란 한 시기가 이 한 권의 책 안에 고스란히 담겨 있는 것이다."
라 트라비아타의 초상,"한국 본격 추리의 새 장을 연 도진기 작가의 기념비적인 장편소설 시리즈인 '변호사 고진 시리즈' 2권 <라 트라비아타의 초상>이 새로운 표지로 황금가지에서 출간되었다. 2권은 제1권 <붉은 집 살인사건>과 제4권 <유다의 별>, 제5권 <악마는 법정에 서지 않는다> 사이를 잇는 시리즈의 주요 연결 고리 역할을 할 뿐 아니라, 시리즈 중 가장 개성넘치고 흥미로운 작품으로 많은 이들에게 회자되어온 작품이다.

이 시리즈는 판사직을 내던지고 변호사가 된 고진이 열혈 형사 이유현과 함께 불가사의해 보이는 사건에 숨겨진 어두운 진실을 낱낱이 파헤치는 구성으로서, 저자가 부장판사 재직 시절 얻은 풍부한 경험과 탄탄한 배경지식이 사건과 추리에 녹아들어 사실성을 높였다.

서초동 H아파트 204호에서 집주인인 미모의 여성과 왜소한 체격의 남성이 살해된 채 발견된다. 사망한 남성은 아랫층 104호에 거주하며 평소 윗집 여성을 스토킹해 온 것으로 밝혀진다. 정황상 그가 베란다 창문을 통해 무단침입하였고, 칼부림 중에 둘 다 사망한 것으로 추측되었다. 그러나 서초경찰서 강력계 팀장 이유현은 정답처럼 뻔히 드러난 정황에 제3의 인물이 있음을 직감하고 수사에 돌입한다. 그러나 용의선상에 오른 이들은 모두 완벽한 알리바이를 갖고 있는데……."
제3의 사나이,"영국 작가 그레엄 그린의 장편소설. 강대국들에게 점령당한 빈에서 페니실린 암거래를 취급하고 있는 해리 라임이라는 한 사나이가 주인공이다. 치명적인 결과를 초래하게 될 악의 유혹과 선하게 살려는 인간적 열망 사이에서 방황하는 인간이, 자기 능력의 한계점에 도달했을 때 보여주는 모습을 냉정하게 그렸다.

주인공 해리 라임의 세계는 기쁨, 아름다움, 신뢰, 성실성이 결여되어 있다. 그는 경찰 당국에 페니실린 암거래자로 지목된 후 교통사고로 사망한 것으로 추정된다. 이러한 사실을 전해 들은 해리의 친구 마틴스는 해리의 억울한 죽음의 누명을 벗기기 위해 쫓고 쫓기는 폭력의 세계로 뛰어든다. 1949년, 동명의 영화로 제작되었다."
피의 수확,"그 사나이가 퍼슨빌에 도착하자 사건 의뢰인은 피살된다. 총탄과 피가 난무하는 무법의 광산도시, 암흑가에 육탄으로 돌진하는 비정의 화신 강철 같은 사나이. 그러나 그의 마음속에는 정의를 추구하는 터프한 행동이 번득인다. 위험에 맞닥뜨린 인간의 성격과 잔학성, 시니시즘을 그려낸 하드보일드 장편 미스터리."
공손한 손,"2002년 「문학사상」으로 등단한 이래 농촌의 따스함과 도시생활의 불화를 관통하면서 화해와 인정의 세계를 노래해온 고영민의 두 번째 시집. 첫 시집 <악어>를 펴낸 이래 4년 만에 선보이는 시집이다. 가족공동체와 향수, 따뜻한 추억을 불러내 사라져가는 풍경을 쉽고 편안한 언어와 웅숭깊은 사유를 통해 펼쳐 보인다.

시인의 시는 사라지고 잃어버린 것들에 대한 집착과 그리움을 내포하고 있다. 단순히 추억을 환기하는 데서 머물지만은 않는다. 독특한 어법을 통해 추억의 가치는 늘 현재적 의미를 띠고 강한 울림을 던져준다. 시인만의 해학과 유머를 통해 얼핏 보면 익숙하고 낡은 소재들에 경쾌한 생명력을 부여하고 시원스럽게 돌파해간다."
나의 몫,"이탈리아 최고 권위의 문학상 보카치오 상 수상작. 이란 여성들의 억눌린 삶을 대변하는 여인 마수메가 화자로 등장하여 이란 혁명 전후에 겪었던 무수한 고통과 힘겨운 투쟁을 들려주는 감동적이고 강렬한 여성소설이다.

1979년 이란 혁명이 일어나기 20여 년 전부터 약 50년간에 걸친 이란인들의 생활을 실감나게 그려낸 소설이다. 이란의 모든 국민이 샤의 독재 체제에 맞서 이란 혁명을 일으켰으나, 이는 중세와 다름없는 폭정의 어둠 속에서 헤매고 있던 자신들의 모습을 발견한 계기가 되기도 하였다. 자유를 위한 외침은 몇 달 만에 묵살되었고 종교적 독재로 희생된 젊은이들의 피는 여성들의 가슴과 이란 땅을 붉게 물들였다.

여성들은 약속받은 권리와 자유를 찾지 못했을 뿐 아니라 오히려 전 체제에서 그나마 누리던 것들마저 잃었다. 그러나 나약한 여성의 이미지를 던져버린 마수메, 그녀가 걸어온 인생 여정에 대한 이야기는 전 세계 모든 여성의 삶을 비추는 거울이자 용기와 위로를 주는 표본이 되었다. 온갖 시련 속에서도 포기하지 않고 끝까지 자신의 권리를 위해 노력하는 모든 여성들을 위한 강한 울림의 메시지를 남긴다."
전몰자의 날,"9.11 이후 벌어진 워싱턴 정가 안팎의 불편한 정치적 논쟁들과 테러리즘에 관한 어마어마한 진실들을 CIA 대테러센터 비밀요원 미치 랩의 눈으로 풀어낸 빈스 플린의 액션 서스펜스 스릴러 '미치 랩 시리즈'는 출간될 때마다 뉴욕 타임스, 퍼블리셔스 위클리, 아마존닷컴 소설 부문 1위를 점령하며 1천만 부 이상의 판매고를 올리고 있는 전미 최고의 인기 시리즈이다.

테러로 목숨을 잃은 연인의 복수를 하기 위해 전 세계 최고 정보력을 자랑하는 미국 정보부 CIA 내의 대테러센터에 들어가 세계 각국의 테러리스트와 한판승부를 벌이는 미치 랩의 활약을 다룬 '미치 랩 시리즈'. 그 다섯 번째 작품인 <전몰자의 날>은 제목이 의미하는 바대로 2차 대전 전몰자를 추모하는 기념일인 메모리얼데이(우리나라의 현충일)를 배경으로 하고 있다.

전 세계 방대한 정보를 감시하는 에셜론 시스템으로 9.11 테러 이래 세계의 경제 지표를 추적하며 테러가 연관될 만한 은행, 증권, 금융기관 등을 조사하던 CIA는, 금값 폭등과 함께 쿠웨이트 은행을 통해 2억 달러에 달하는 방대한 금을 사들이는 계정들을 발견한다. 이와 함께 아프가니스탄과 파키스탄의 국경 지역에서 9.11 테러와 관련이 있는 세 명의 테러리스트가 접선하고 있다는 정보 역시 입수되고 현장으로 CIA 대테러센터 소속 특수요원 미치 랩이 파견된다.

테러리스트의 아지트에서 핵폭발의 영향을 보여 주는 워싱턴 지도를 발견한 랩은 경악을 금치 못하고 후속 정보를 얻기 위해 고군분투하고, 결국 2차 대전에 참전한 군인들을 기리는 메모리얼데이를 맞아 한곳에 모일 대통령과 워싱턴 정가의 주요 인물들을 일시에 날려 버리려는 음모가 있음을 밝혀내는데…"
"하나, 둘, 내 구두에 버클을 달아라","불길함이 느껴지는 한 켤레 구두에 숨겨진 비밀을 파헤친다. 2차 세계대전 직전에 집필한 때문인지, 추리 소설이면서도 시사 문제에 대한 애거서 크리스티의 시각이 드러나 있다. 미국에서 <애국 살인>, <죽음의 약물>이라는 제목으로 출간되기도 했다."
정지용 시 126편 다시 읽기,"정지용 시 전편에 대한 상세한 주석과 해설을 통해, 정지용 문학을 새롭게 읽고 분석한 해설서. 지은이는 텍스트 개작 과정을 면밀하게 밝히는 것이 무엇보다도 중요하다고 본다. 그는 정지용 시의 정본화를 위해 3가지 텍스트를 제시한다. 먼저 시집(<정지용 시집>, <백록담>)으로 묶였을 때의 원문과 책으로 묶이기 전 잡지 게재 때의 원문을 소개하고, 여기에 한자 표기를 없애고 현대 국어의표기법에 따라 텍스트를 수정한 한글 정본을 뎟붙인다.

지은이가 정본화를 시도하면서 새롭게 주목한 것은 시의 언어이다. 정지용의 모든 작품을 정리하면서 시어의 의미와 용법을 정확히 규명하고자 애썼고 시적 정황을 제대로 이해하고자 했다. 기존 연구자들과 풀이가 다른 경우에는 주석과 작품해설을 통해 따로 밝혀놓았다."
월드 오브 워크래프트 : 어둠의 문 너머,"영웅 '안두인 로서'의 희생 덕에 얼라이언스는 야만적인 호드를 그들이 넘어온 '어둠의 문'으로 후퇴시키며 승리할 수 있었다. 이제 오크의 고향 드레노어와 아제로스를 잇던 '어둠의 문'은 파괴되고 없다.

하지만 2년이 지나고, 그 폐허에서 더 큰 재앙을 불러올 균열이 발견된다. 오크 주술사 넬쥴이 다시 문을 연 것이다. 그의 잔인한 전사들이 아제로스를 침략하고, 이에 맞서 대마법사 카드가와 최초의 성기사 투랄리온이 얼라이언스를 이끌게 된다.

카드가는 이 침략에 무언가 특별한 목적이 있음을 깨닫게 되고, 급기야 검은용 데스윙과 넬쥴이 결탁한 사실까지 드러난다. 넬쥴을 처단하고 반복되는 위협을 끝내기 위해, 오늘날 WoW의 전설이 된 '드레노어 원정대'가 지금 출발한다."
한국 근현대 시집 100년,"1921년 3월 20일 광익서관에서 발행된 김억의 번역시집 오뇌의 무도가 단행본으로 나온 최초의 현대시집이라는 데에는 모두 동의하지 않을 수 없을 것이다. 100년이라는 세월 동안 희귀시집들이 여기저기로 뿔뿔이 흩어진 탓에 이제는 한 기관이나 개인의 소장본만으로는 근현대시집의 전체상을 오롯이 보여주는 것이 불가능에 가까운 일이 되고 말았다. 따라서 수십년간 자료를 수집해오고, 그것의 공유해온 소명출판과 오영식, 엄동섭, 화봉문고의 도움으로 제작할 수 있었던 책이다."
독도함,"본격 잠수함전을 다룬 스펙터클 전쟁 소설. 소설은 평화헌법 9조를 폐기하고 전쟁 가능 국가가 된 일본이 공군과 해군을 이끌고 동해를 건너면서 시작된다. 한국과 일본의 전쟁이 임박하고 있었지만, 미국은 둘의 전쟁에 관여하지 않는다. 오히려 미군 제7함대는 일본 요코스카 영구기지를 떠나 센카쿠를 통해서 대만해협을 넘고 있었다. 중국을 묶고 아시아를 완전히 탈환하려는 미국의 '해로의 자유 작전'이 시작된 것이다.

미국의 방임하에 일본 해군과 공군은 거침없이 한국의 영해를 넘는다. 압도적인 일본 해군과 공군의 공격에 한국은 방어에만 급급하고, 전세는 갈수록 절망적이다. 괴멸 직전에 이르렀을 때 동해해전의 한가운데로 비밀 병기 잠수함, 독도함이 들어서고 이 작은 변수가 전쟁을 변화시키기 시작한다."
인간의 조건 / 왕도,"동서문화사 세계문학전집 88권. 앙드레 말로의 소설집. 발표하기가 무섭게 비상한 관심을 불러일으켜 1933년도 콩쿠르상을 획득한 '인간의 조건', 옛날 인도차이나에서 번영을 누렸던 크메르 왕국의 옛 사원으로 이어지는 '왕의 길'을 탐험하여, 거기서 찾아내는 미술품으로 일확천금을 노리는 두 백인의 목숨을 건 보물찾기 이야기 '왕도', 두 편이 수록되어 있다."
나쓰메 소세키에서 무라카미 하루키까지,"'일본문화총서' 시리즈의 3, 4 권으로 일본의 문학에 관해 다룬다. 일본 문학이라고 하면 바로 떠오르는 모노가타리, 하이쿠에서부터 우리에게도 잘 알려진 일본 작가 나쓰메 소세키와 무라카미 하루키를 차용한 제목에서 알 수 있듯이 일본 문학의 역사와 흐름을 살펴보는 책이다."
