title,summary
오만과 편견,"문학동네 세계문학전집 154번째 책으로 결혼을 둘러싼 당대의 물질지향적인 세태와 허위의식을 날카롭게 풍자해낸 제인 오스틴의 대표작이다. 제인 오스틴이 “사랑하는 내 아이”라 불렀을 뿐만 아니라 그의 작품 중에서도 전 세계적으로 가장 사랑받는 <오만과 편견>은 19세기 영국의 결혼관 및 사회상을 풍자와 유머, 아이러니를 통해 그려내고 인간의 보편적인 심리를 섬세하게 탐구한 소설이다.

오스틴의 작품에서는 남녀 관계와 결혼이 주요 소재로 다뤄지고, <오만과 편견>도 이 연장선상에 있다. 이는 작가 자신을 포함해 18, 19세기 여성이 처한 당대의 현실과 연결지어볼 수 있다. 여러 유형의 결혼과 그 결혼을 둘러싼 인물들의 대응 방식을 통해 당대의 결혼 세태가 어땠는지, 여성들에게 결혼이 얼마나 중요한 문제였는지를 잘 이해할 수 있다.

밀고 당기듯 이어지는 팽팽한 갈등 관계, 인물들이 자기 자신을 알아가는 과정, 보편적인 심리를 짚어내는 재치 있는 대화를 따라가다보면 “우리 자신보다 더 우리를 잘 아는” 제인 오스틴의 예리한 시선에 놀라지 않을 수 없다. 통쾌하게 당대 여성의 고정된 이미지를 깨는 엘리자베스의 모습은 독립된 판단력과 자아를 지닌 현대적 여성상으로 그려진다."
맥베스,"셰익스피어 4대 비극 중 하나인 <맥베스>가 민음사 세계문학전집 99번으로 출간됐다. 이번에 출간된 <맥베스>는 영국 아든 판과 리버사이드 판을 비교.분석하여 완성한 번역이다. 셰익스피어를 전공한 최종철 교수가 번역을 맡았으며, 원문의 길이와 형식을 그대로 살리기 위해 노력했다.

편집 역시 신경을 많이 썼는데, 막과 장의 구분이 존재하지 않았던 당시 공연 분위기를 적극적으로 반영했다. 막과 장을 새로운 장의 시작부분에 간단하게 표기하고 장소는 각주에서 설명한 것. 이러한 방식은 아든 판 세 번째 시리즈에서 시작한 것으로 셰익스피어의 원문에 보다 충실하다는 평가를 받는다고.

폭풍, 어둠, 핏빛 등 격렬하고 거대한 이미지와 공포와 초자연적인 두려움을 일깨우는 극의 분위기, 치열하게 묘사되는 양심의 고통, 숙명적 비극과 인간의 고귀함을 밀도있게 그려낸 셰익스피어의 걸작이다."
오이대왕,"독일 청소년 문학상 수상작. 어느 날 오이 모양의 오이대왕이 집에 나타나면서 벌어지기 시작한 일들을 재미있게 쓴 책이다. 오이대왕으로 인해 식구들이 서로 불신에 휩싸이게 되고, 오이대왕과 함께 펼쳐지는 괴상하고 흥미로운 이야기가 가족의 의미를 되새기게 해준다. 또한, 유머러스한 삽화가 함께 실린다."
무슨 심부름을 가는 길이니,"2020년 올해로 데뷔 21년 차를 맞는 김행숙의 여섯번째 시집. 2000년대 시단에 새로운 활력을 불러온 미래파의 대표 시인 중 하나였던 김행숙은 그간 과감한 시적 실험과 예술을 향한 끈질긴 질문으로 작품 세계를 넓혀왔다. 시인은 독자들에게 오랜 지지와 사랑을 받았을 뿐 아니라, 그의 문학적 성취와 역할을 인정받아 미당문학상, 노작문학상, 전봉건문학상 등을 수상하기도 했다.

김행숙은 유연하고 변주되는 형상들의 세계, '녹아내리는 얼굴'과 '반사되는 메아리'에 집중해온 시인이기도 하다. 온전히 완성될 수도, 완벽히 새로울 수도 없는 불가능한 글쓰기의 숙명을 마주한 채 '진정한 말의 가능성'을 끈질기게 모색해온 시인은 이번 시집에서 '심부름꾼 k가 내놓은 이야기들'로 자신의 고민을 구체화해낸다. 카프카, 괴테, 배수아, 기형도 등의 여러 텍스트가 김행숙의 시 속에 직접 들어온 듯하지만, 마치 시인의 기억 바구니에 담겨 한참 동안 깨지고 번져나간 듯 전혀 다른 이야기로 변모해 천연덕스럽게 전개된다.

""가짜에 가짜가 거듭 반사되는 거짓말의 세계""이지만, 그것이 ""우리 세계의 진짜 모습""(문학평론가 박슬기)임을 보여주는 시인. '문학'이라는 수수께끼를 앞에 놓고 해답을 구하기보다는 질문을 증폭시킴으로써 시를 밀고 나가는 김행숙은 그렇게 우리가 잘 아는 낯선 이야기를 잔뜩 들고 심부름에서 돌아오는 길이다."
너만 모르는 그리움,"나태주 등단 50주년의 해 2020년을 맞아 그가 필사시집으로 다시 우리 곁을 찾았다. 출간 즉시 베스트셀러에 올랐던 <끝까지 남겨두는 그 마음>에 이어 두 번째 필사시집이다. <끝까지 남겨두는 그 마음>이 '풀꽃' '사는 법' 등 많은 사람이 익히 알고 있는 그의 유명한 시를 담았다면 이번 <너만 모르는 그리움>은 '가을 정원' '비단 머플러' 등 신작 시를 포함하여 그간 공개된 적이 없거나 널리 알려지지 않은 시를 담았다. 지난 세월을 머금고 한층 무르익은 귀한 시들은 등단 50주년을 맞이한 나태주가 독자들에게 보내는 깜짝 선물이다.

우리가 사랑하는 나태주의 정서, 사랑과 그리움, 편안함과 따뜻함이 공존하는 그의 시는 평범한 일상도 특별하게 만들어준다. 그의 언어는 누구나 쉽게 이해할 수 있어 읽는 동시에 우리 가슴을 울렁이게 한다. 총 100편의 시가 사랑, 그리움, 일상, 자연, 그리고 다시 사랑까지 총 다섯 파트로 나뉘어 있다. 꼭 차례대로 읽지 않아도 좋다. 오늘 내 마음과 가장 잘 맞는 시를 찾아 읽고, 그 시를 쓰면 된다."
필경사 바틀비,"에드거 앨런 포, 너대니얼 호손과 더불어 미국문학의 '르네상스'를 이루었다고 평가받는 허먼 멜빌. 그러나 생전에는 데뷔 초기의 몇 년을 제외하면 대표작 <모비 딕>조차 초판 삼천 부도 채 못 팔았을 만큼 평단과 독자에게 철저히 외면받았다. 그런 그가 생계를 위해 새로 창간된 문예지 「퍼트넘스 먼슬리 매거진」에 헐값에 팔려고 쓴 글이 <필경사 바틀비>다.

허먼 멜빌은 당시 미국 금융경제의 중심에 있던 월 스트리트를 배경으로, 타협적인 화자(변호사)와 비타협적인 주인공(바틀비)을 대비시키고, ""안 하는 편을 택하겠습니다""라는 독특한 어구의 반복을 통해 이 짧은 글 안에 문학성과 사회성, 철학성을 폭넓게 담아냈다. 이 작품은 미국 고등학교 교과서에 수록되었을 뿐 아니라 전 세계에서 교양서로도 널리 읽히고 있다.

또한 들뢰즈나 아감벤, 지젝, 네그리 같은 현대 철학자들은 바틀비의 소극적 저항과 ""안 하는 편을 택하겠습니다""라는 표현을 실마리로 삼아 후기근대사회에 대한 새로운 담론을 길어 올리고 있다. 전 세계 중단편 가운데 수작으로 꼽히는 작품이다. 스페인 일러스트레이터 하비에르 사발라는 거친 붓 터치를 살린 현대적인 감성의 삽화로 이 책에 생기를 더했다."
"세 여자 (어나더커버 특별판, 양장 합본)","조선희 장편소설. 이 소설은 한 장의 사진에서 시작됐다. 1920년대로 추정되는 식민지 조선, 청계천 개울물에서 단발을 한 세 여자가 물놀이를 하는 사진. 1990년 냉전시대의 마침표를 찍으며 한소수교가 이루어진 그 다음 해, 박헌영과 주세죽의 딸이며 소련의 모이세예프 무용학교 교수인 비비안나 박이 서울에 들어왔을 때, 그가 들고 온 여러 장의 사진 가운데 하나였다.

작가가 이 소설을 처음 구상한 것은 사진의 주인공 가운데 한 명인 허정숙을 발견한 힘이 컸다. 허정숙에 흥미를 가지고 들여다보다가 '신여성이자 독립운동가'라는 새로운 인물 군상이 눈에 들어오게 된 것이다.

박헌영, 임원근, 김단야… 각각의 무게감은 다를지언정 일제강점기 독립운동과 한국 공산주의운동사에서 빼놓을 수 없는 이름들이다. 그런데, 이들의 동지이자 파트너였던 주세죽, 허정숙, 고명자 이 여성들은 왜 한 번도 제대로 조명되지 못했을까. 이 소설은 우리가 몰랐던 세 명의 여성 혁명가, 그들의 존재를 담담히 보여주고 있다."
룬의 아이들 - 윈터러 세트 - 전7권,"아름다운 세계관과 개성 넘치는 캐릭터, 유려한 문체와 깊이 있는 감성으로 한국 판타지를 이끌어온 전민희 작가의 대표작 <룬의 아이들 - 윈터러>(전7권)가 엘릭시르에서 새롭게 출간되었다. '룬의 아이들' 시리즈는 국내 판매량 총 160만 부를 넘은 밀리언셀러다. 뿐만 아니라 일본, 대만, 태국, 중국에 수출되어 국내외 판매량을 합치면 300만 부를 훌쩍 넘어 '아시아 전역에서 가장 사랑받는 판타지'라는 평가를 받고 있다.

<룬의 아이들 - 윈터러>는 시리즈의 시작을 알리는 첫 번째 작품으로, 갑자기 가족을 잃고 검 하나에 의지한 채 혹독한 세상과 맞닥뜨리게 된 소년 보리스의 험난한 여정과 보검 '윈터러'에 담긴 비밀, 그리고 란지에, 나우플리온, 이솔렛, 엔디미온 등 그 과정에서 보리스가 만나는 갖가지 인연을 그린 작품이다.

'룬의 아이들' 1,2부는 절판된 이후 온라인과 전자책을 통해서만 독자들에게 제공될 예정이었으나 독자들의 지속적인 요구와 바람에 힘입어 종이책으로 다시 선보이게 되었다. 이번에 출간되는 <윈터러>는 작가의 세심한 가필 수정과 내용 보완을 통해 개정한 완전판이다."
해리 포터와 불의 잔 2 (양장),"1997년 영국에서 출간된 이래 《해리 포터》 시리즈는 지금까지 200개국 이상 80개의 언어로 번역되고 출간되어 5억 부 이상을 판매했다. 국내에서도 1999년 《해리 포터와 마법사의 돌》의 출간을 필두로 지금까지 약 1,500만 부가 판매되었으며, 현재에도 독자들에게 변함없는 사랑을 받고 있다. 이 시리즈는 여덟 편의 영화로도 제작되어 전 세계 곳곳에서 흥행을 거두었고, 영화와 관련된 새로운 도서가 출간되고 테마 파크가 조성되는 등 놀라운 기현상을 빚어냈다.

뿐만 아니라 《해리 포터》 시리즈에서 또 다른 작품들이 문화상품으로 파생되어 지금도 꾸준히 독자들을 만나고 있다. ‘해리 포터’의 다음 세대인 자녀들의 이야기를 다룬 《해리 포터와 저주 받은 아이》는 시나리오로 출간된 이후 연극으로 만들어져 영국을 시작으로 미국, 호주, 독일, 캐나다 등 세계 곳곳에서 열띤 호응을 얻으며 공연 중이고, 《해리 포터》의 세계관이 확장된 《신비한 동물 사전》 시리즈는 계속해서 영화로 제작되고 있다. 이제 《해리 포터》는 소설이라는 단순한 문학 장르에 머무르지 않고 ‘21세기를 대표하는 시대의 아이콘’으로 불리며 일종의 사회문화 현상으로 받아들여지고 있다.

20주년을 맞아 새롭게 출간한 《해리 포터》 시리즈는 ‘21세기 고전’이라 불릴 만한 품격에 맞춰 작품의 완성도를 높였다. 7권 《해리 포터와 죽음의 성물》로 완간된 기존의 《해리 포터》 시리즈는 빈틈없는 소설적 구성과 생생한 캐릭터 그리고 마법 세계를 정교하게 묘사하며 풍부한 상상력이 돋보이면서도 정밀한 세계관을 구축해 나갔다.

이번에 선보이는 《해리 포터》 시리즈에는 J.K. 롤링이 작품 속에 이룩해놓은 문학적 성취가 완벽하게 구현되어 있다. 복선과 반전을 선사하는 문학적 장치들을 보다 정교하고 세련되게 다듬었으며, 인물들 사이의 관계나 그들의 숨겨진 비밀 그리고 성격이 도드라지는 말투의 미세한 뉘앙스까지 점검했다. 《해리 포터》의 세계에 처음 발을 들여놓는 독자는 물론, 그동안 《해리 포터》의 세계를 즐겨 찾아왔던 독자 모두에게 완성도 높은 만족과 감동을 선사할 것이다."
소설 - 하,"<남태평양 이야기>로 퓰리처 상을 수상한 제임스 미치너의 소설. 소설의 구상과 집필에서 시작하여 원고의 편집과 출판, 작품에 대한 비평가와 언론의 반응을 거쳐 독자의 감상으로 정리되기까지의 전 과정을, 경쾌하고 유머러스한 필치로 그려나간다.

오랜 무명 기간을 거쳐 최근에야 성공을 거두기 시작한 노작가와 불리한 조건을 이겨내고 일류가 된 유대 계 여성편집자, 엘리트주의와 동성애에 빠진 비평가, 거기에 완고한 구식 독자들이 서로 얽히면서, 문학이라는 극장의 무대 뒤쪽이 흥미진진하게 드러난다.

글쓰기와 출판에 관계하는 사람들, 즉 작가, 편집자, 비평가, 독자 등 네 명의 화자를 통해 소설의 형성과 생산 과정을 그려낸 작품. 등장인물들을 통하여 '문학이란 무엇인가'라는 고전적 주제를 각자의 입장에서 흥미롭고 긴장감 있게 전개해 나가는 독특한 작품."
해리 포터와 불사조 기사단 1 (무선),"1997년 영국에서 출간된 이래 <해리 포터> 시리즈는 지금까지 200개국 이상 80개의 언어로 번역되고 출간되어 5억 부 이상을 판매했다. 국내에서도 1999년 <해리 포터와 마법사의 돌>의 출간을 필두로 지금까지 약 1,500만 부가 판매되었으며, 현재에도 독자들에게 변함없는 사랑을 받고 있다. 이 시리즈는 여덟 편의 영화로도 제작되어 전 세계 곳곳에서 흥행을 거두었고, 영화와 관련된 새로운 도서가 출간되고 테마 파크가 조성되는 등 놀라운 기현상을 빚어냈다.

뿐만 아니라 <해리 포터> 시리즈에서 또 다른 작품들이 문화상품으로 파생되어 지금도 꾸준히 독자들을 만나고 있다. '해리 포터'의 다음 세대인 자녀들의 이야기를 다룬 <해리 포터와 저주 받은 아이>는 시나리오로 출간된 이후 연극으로 만들어져 영국을 시작으로 미국, 호주, 독일, 캐나다 등 세계 곳곳에서 열띤 호응을 얻으며 공연 중이고, <해리 포터>의 세계관이 확장된 <신비한 동물 사전> 시리즈는 계속해서 영화로 제작되고 있다.

20주년을 맞아 새롭게 출간한 <해리 포터> 시리즈는 '21세기 고전'이라 불릴 만한 품격에 맞춰 작품의 완성도를 높였다. J.K. 롤링이 작품 속에 이룩해놓은 문학적 성취가 완벽하게 구현되어 있다. 복선과 반전을 선사하는 문학적 장치들을 보다 정교하고 세련되게 다듬었으며, 인물들 사이의 관계나 그들의 숨겨진 비밀 그리고 성격이 도드라지는 말투의 미세한 뉘앙스까지 점검했다."
책 읽어주는 남자,"독일 현대 소설을 대표하는 작가 베른하르트 슐링크의 대표작이자 영화 [더 리더]의 원작으로 잘 알려진 <책 읽어주는 남자>가 시공사에서 새롭게 출간되었다. 15세 소년과 36세 여인의 파격적인 사랑 이야기 속에 역사와 인간의 죄의식, 사랑, 윤리에 관한 깊은 통찰을 담은 소설이다.

출간 당시 커다란 반향을 일으키며 독일어권 문학작품으로는 처음으로 뉴욕 타임스 베스트셀러 1위를 기록했을 뿐 아니라, 독일의 한스 팔라다 상과 디 벨트 문학상, 이탈리아의 그린차네 카부르 상, 프랑스의 로르 바타이옹 상, 일본의 마이니치신문 특별문화상, 남아프리카공화국의 부케 상 등 각국의 문학상을 수상함으로써 그 문학적 성취를 세계적으로 인정받았다.

현재 48개국에 번역 출간된 세계적 베스트셀러인 이 작품은 여러 대학의 독일 문학과 홀로코스트 문학 과정에 커리큘럼으로 포함되어 있을 만큼 대중성과 작품성을 탁월하게 성취한 수작이다. 슐링크는 이 작품으로 인한 문화적 공로를 인정받아 2001년에 프랑스로부터 레지옹 도뇌르 훈장을 받았다."
실패하지 않는 웹소설 연재의 기술,"<재벌집 막내아들>로 엄청난 성공을 거둔 산경 작가가 웹소설 작가로 살아오며 터득한 것들을 공유하고자 집필한 책으로, 웹소설의 소재 선정부터 캐릭터 설정, 자료조사, 작품 구성법, 연재 시 꼭 지켜야 할 규칙, 작가로서의 마음가짐까지… 산경 작가의 성공 비기를 하나도 빠짐없이 공개하고 있다.

특히 ‘내 글이 진주라면 흙 속에 있을 리가 없다’며 무료연재라는 서바이벌 시장에서 살아남는 법을 알려주고, ‘한번 컴퓨터 앞에 앉으면 무조건 5,000자를 쓰라’며 꿈만 꾸지 말고 지금 당장 웹소설 쓰기에 뛰어들 것을 독려한다. 때로는 인기 작품을 따라 쓰려는 추세에 따끔한 충고를 하면서도, ‘반응이 없어도 버티는 자가 승리한다’며 용기를 준다."
베니스의 상인,"'민음사 세계문학전집' 262권. 셰익스피어가 32세 무렵이던 1596~1597년에 쓴 비교적 초기 작품으로, 주인공인 '베니스의 상인' 외에도 유대인 샤일록과 지혜로운 여성 포셔까지 모든 인물들의 개성이 돋보이는 희비극이다. 1605년에 초연된 후 지금까지 수없이 공연되었으며, 각각의 인물의 시건으로 다양한 해석이 이루어졌다.

또한 1914년 무성영화로 처음 만들어진 이래로 2004년 알파치노와 제레미 아이언스 주연으로 영화화되기까지 수차례 스크린으로 옮겨졌다. 연세대 최종철 교수가 번역을 맡았다. 최종철 교수는 여러 판본을 꼼꼼히 검토하여, 셰익스피어의 언어적 특징을 반영하기 위해 노력하였고, 원문을 최대한 자연스러운 우리말로 표현하였다."
위대한 유산 1,"'가장 훌륭한 영국 작가' 중 한 명으로 평가받는 찰스 디킨스의 대표작. 빅토리아 여왕 시대, 영국의 중산계급에 널리 퍼졌던 사회적 욕망을 충실히 반영한 작품이다. 가난에서 벗어나, 일정한 수입이 있으며 적당한 교육을 받은 교양 있는 사람, 즉 신사가 되려는 주인공 핍의 정신적 사회적 성장을 그린다.

부모를 잃고 억척스러운 누나와 대장장이인 매형과 살아가던 어린 소년 핍은, 마을의 유지 미스 해비셤의 집에 출입한다. 젊은 시절 남자에게 배신당하고 그 상처와 분노만 품고 지내던 미스 해비셤은 남자의 마음을 갈가리 찢기 위한 복수의 수단으로, 아름다운 소녀 에스텔러를 데려다 키우고 있었다.

핍은 에스텔러를 만난 후 자신의 가난과 무지, 비천함을 깨닫고 번민의 사춘기를 보낸다. 그러던 어느 날 핍은 익명의 사람으로부터 거액의 유산을 물려받게 되었다는 편지를 받고, 신사 교육을 위해 런던으로 떠난다. 핍은 런던에서 에스텔러와 재회하지만, 점점 어린 시절의 순수함을 잃고 속물적인 인간으로 변해 간다.

작가 찰스 디킨스는 이 작품을 주인공 핍의 개인적 욕망으로 접근하지 않고, 그를 둘러싼 다양한 등장인물들의 보편적 욕망과 사회적 관점에서 접근한다. 또한 당시 사회상을 비판적으로 드러내는 동시에 시대가 흘러도 결코 변하지 않을 '욕망'과 '사랑'이라는 인간 본성을 완벽하게 재현해 낸다. 알폰소 쿠아론 감독, 기네스 펠트로와 에단 호크 주연의 영화로도 제작되었다."
허락 없는 외출,"살아 있는 것의 힘과 빛을 그리는 작가 휘리의 그림책. 생동하는 자연과 마음의 수집가이자 누구보다 아름다운 초록빛을 그려내는 작가 휘리는 매년 하나의 주제로 독립출판 그림책을 꾸준히 선보여 왔고, 그중 <허락 없는 외출>은 가장 많은 사랑을 받은 작품이다. 좀 더 단단한 만듦새로 독자들에게 다시 다가가기 위해 몇 장면을 새롭게 그려 바꾸거나 더하고 에필로그를 붙였다.

<허락 없는 외출>은 앞으로 나아가는 마음, 두렵지만 찬란한 초록빛 숲으로의 모험을 그려냈다. 글 없이 그림으로 펼쳐지는 이 이야기는 아이의 하룻밤 꿈처럼 보이기도 하지만, 그것은 크고 작은 시련들을 헤치며 성장해 나가는 삶의 여정과도 닮았다.

마지막 장면에 등장하는 작가의 시적 목소리는 이야기를 단정하거나 한정하지 않으면서 독자가 자신의 이야기를 자유롭게 더해갈 공간을 남겨놓고 있다. <허락 없는 외출>은 말없이 한 장면 속에서, 또 페이지와 페이지 사이에서, 생동하는 빛깔과 터치를 통해 불안과 안도를 오가는 스스로의 마음과 각자의 경험들을 다시 들여다보게끔 만든다. 그 풍경 안에서 발견하는 것은 나의 불안 속에 이토록 다채로운 감정과 아름다운 여정이 공존하고 있었다는 사실과, 그것을 끌어안고 또 앞으로 한 발 내디딜 용기일 테다."
에드거 앨런 포 단편선,"'민음사 세계문학전집' 308권. 환상 공포 문학 영역을 개척한 천재적인 작가 에드거 앨런 포의 단편들을 모은 단편선. 독특한 소재와 건조하고 무거운 글쓰기를 지향했던 포는 미국 단편소설의 시조로 불리는 동시에 현대 단편소설의 형식과 스타일을 정립했다고 평가받는다.

에드거 앨런 포의 작품은 환상적이고 그로테스크한 소재를 통해 이성과 감성, 현실과 초현실, 일탈과 순응 사이의 간극을 넘나드는 것이 특징이다. 특히 그는 이성만으로 설명되지 않는 인간 심리의 복합성을 포착해 그에 대한 탁월한 통찰을 보여 준다.

정체성의 위기, 무의식, 정신분열, 광기, 위반과 일탈의 심리 묘사에서 보이는 포의 독창성과 선구성은 보르헤스, 보들레르 등 20세기를 이끈 작가들에 의해 수없이 인용되었고, 라캉과 데리다 같은 학자들에 의해서도 다양하게 해석되었다. 그의 문학은 당시 신생국으로 문학의 불모지였던 초기 미국 문단에 새로운 지평을 열었으며, 보들레르와 말라르메 같은 프랑스 작가들의 극찬과 함께 유럽 사회에 소개되기도 했다.

'검은 고양이', '어셔가의 몰락', '도둑맞은 편지', '병 속에서 발견된 원고'를 비롯해 그의 대표작으로 평가받는 단편 열네 편을 엄선해 실은 이 단편선을 통해 에드거 앨런 포가 추구했던 문학 세계와 예술적 지향점을 분명하게 엿볼 수 있을 것이다."
가슴 뛰는 소설,"사춘기에 들어선 10대의 첫사랑부터 실패와 좌절을 겪은 20대의 연애, 70대 노년에 찾아온 사랑하는 마음, 죽음 이후에도 이어지는 사랑 등 사랑을 주제로 한 소설 9편을 엮어 만든 <가슴 뛰는 소설 : 사랑이 움직이는 순간>. 최진영, 박상영, 최민석, 이지민, 정세랑, 백수린, 권여선, 홍희정, 황정은 등 이름만으로도 독자에게 신뢰를 주는 작가들이 인생에 불현듯 다가오는 사랑의 순간을 그린 단편 소설을 실었다."
여름밤 열 시 반,"우리에게 <연인>으로 잘 알려진 마르그리트 뒤라스의 소설 <여름밤 열 시 반>(김석희 옮김)이 '문지 스펙트럼' 시리즈로 새롭게 리뉴얼되어 출간되었다. 프랑스 현대 문학을 대표하는 작가이자 특유의 여성적 글쓰기로 인물과 사건, 감정과 심리의 흐름을 극도로 섬세하고 함축적인 언어로 표현하며 독자적인 작품 세계를 구축해온 마르그리트 뒤라스. 불가능한 사랑에 대한 탐구를 통해 그의 작품 세계를 관통해온 주제인 '삶에 대한 권태'와 '기다림 또는 부재감不在感'을 냉정한 응시로서 그려내는 매혹적인 글쓰기는 이번 작품 <여름밤 열 시 반>에서도 여실히 드러난다.

소설로는 뒤라스의 여덟 번째 작품으로, 실제로 일어난 범죄 사건을 토대로 하여 주인공이 상상력을 작동시켜가는 방식이 그의 또 다른 대표작 <모데라토 칸타빌레>와 맥을 같이한다. 두 작품 모두 밖에서 일어난 살인 사건의, 법을 침범하는 에너지가 여주인공의 잠재의식에 이식되어 그녀들이 서 있는 삶의 지반 자체를 무너뜨린다는 공통점을 가진다.

<모데라토 칸타빌레>의 '안 데바레드'가 살인 현장을 목격하고 죽음으로 완성되는 절대적 사랑을 찾아 헤매는 한 여인의 내적 갈등의 여정을 흥미진진하게 펼쳐 보인다면, <여름밤 열 시 반>의 '마리아'는 폭풍우로 잠시 머물게 된 한 마을에서 어린 아내와 내연남을 살해하고 지붕 위에 숨어 있던 '로드리고 파에스트라'를 구출해냄으로써, 그 성공 여하에 관계없이, 남편 '피에르'와의 파국을 드러내 보이고 싶어 한다."
뼛속까지 내려가서 써라,"이제까지 잘못된 글쓰기를 지적하는 글쓰기에 관한 책들은 수백 종이 넘게 쏟아져 나왔다. 그러나 이 책은 ‘좋은 글쓰기’를 ‘창조하는 법’에 대해 말하고 있다. 즉 글쓰기에 대해 교육적인 입장을 강조하는 교과서가 아니라 자기 내면에 이미 존재하는 글쓰기의 잠재력과 씨앗을 이끌어내고 키워내는 방법을 보여주고 있다.

글을 쓰기 위해 무언가를 우리 안에 채워 넣을 필요는 없다. 대신 글쓰기를 방해하는 요소들을 덜어내고 비워내면 우리는 자연스럽게 창조성과 만나게 된다. 이것은 저자가 오랜 선禪 명상 체험을 통해 체화시킨 통찰력에서 나온 것이다. 이 책에 나오는 글쓰기 방법들은 그림, 사업, 운동 등 삶의 모든 측면에 적용할 수 있는 보편적인 진리와 통한다."
초판본 이방인,"알베르 카뮈가 구상한 부조리극의 삼부작 중 하나이자 그가 쓴 최초의 소설이다. 1942년 5월 말, 출간 당시부터 문학적 ‘사건’으로 취급될 정도로 엄청난 호평을 받았으며 제2차 세계대전 이후 최대의 걸작이라는 극찬을 받았다. 《이방인》은 작품 그 자체로 보나 20세기 서사 형식의 역사에서 보나 독보적인 위치에 있는 작품이다. 당시 스물아홉의 젊은 알베르 카뮈를 세계적 작가의 반열에 올려놓고, 1957년 노벨 문학상의 영예를 안겨주기도 했다.

책은 1부와 2부로 나뉘어 진행된다. 제1부는 18일 동안 연속적으로 전개되는 뫼르소의 욕망과 즉흥적인 행동을 서술하며 제2부는 이 즉흥적인 욕망과 행동에 대한 재판 과정이 담겨 있다. 카뮈는 자신을 둘러싼 모든 것들에서 철저하게 소외된 작중 화자인 뫼르소의 삶, 죽음에 이르러서야 자기 자신과 세계를 마주하게 되는 화자의 모습을 통해 억압적인 관습과 부조리 속에서 살아가는 고독한 현대인의 초상을 드러냈다. 우리 사회에서 당연하게 여기는 도덕과 관습을 따르지 않는 주인공 뫼르소의 행동 때문에 난해한 작품이라는 평가를 받기도 했다."
바보의 엔드 크레디트,"고등학교의 특별 활동 동아리 '고전부'에 소속되어 있는 학생들이 일상에서 벌어지는 수수께끼를 해결해 나가는 학원 청춘 미스터리 소설. 다양한 장르에 도전하며 발표하는 작품마다 호평을 얻는 작가 요네자와 호노부의 데뷔 소설이자, 애니메이션 [빙과]의 원작 소설이다.

2012년 고전부 시리즈를 원작으로 한 애니메이션 [빙과]가 한일 동시 방영되어 팬들에게 폭발적인 사랑을 받았다. 애니메이션 [빙과]는 고전부 시리즈 1~4권을 애니메이션화한 작품으로, 8~10화가 소설 <바보의 엔드 크레디트>를 원작으로 하고 있다.

요네자와 호노부 작품의 근간이 되는 '고전부' 시리즈는 고등학생의 일상에 미스터리를 접목시켜 독특한 분위기의 청춘 소설을 만들어 냈다는 평가를 받고 있다. 청춘을 소재로 하고 있지만, 청춘의 밝은 면만이 아니라 감추어져 있는 어두운 면을 함께 그려 내 기존 청춘 소설에서 볼 수 없는 독자들의 예상을 뒤엎는 싸한 매력을 가지고 있는 것이 특징이다."
후르츠 캔디 버스,"문학동네의 신간 시집 시리즈인 문학동네시인선이 어느덧 150번째 시집을 눈앞에 두고 있는 가운데 출범하게 된 문학동네의 구간 시집 시리즈인 문학동네포에지는 복간의 기저를 비단 문학동네에 적을 두었던 시집만을 필두로 하지 않는다.

문학동네포에지는 시간을 거슬러 찬찬히 행하는 시로의 이 뒤로 걷기를 통해 파묻혀 있을 수밖에 없었던 시집을 발굴하고, 숨어 있기 좋았던 시집을 골라내며, 책장 밖으로 떨어져 있던 시집을 집어 서가에 다시 꽂는 일을 게을리하지 않음으로써 한국 시사를 관통함에 있어 필요충분조건이 되는 시의 독본들을 여러분들에게 친절히 제공한다.

깨어 있는 발랄함으로 ‘지금 이 시대의 시’를 쓰는 시인 박상수의 첫 시집 <후르츠 캔디 버스>가 14년 만에 새 옷을 입는다. 두번째 시집 <숙녀의 기분>(문학동네, 2013)에서 미처 숙녀가 되지 못한 ‘숙녀’의 굴욕 탐사기, 세번째 시집 <오늘 같이 있어>(문학동네, 2018)에선 폭력과 부조리의 세계에 내던져진 사회 초년생의 좌충우돌 적응기로 달려왔던 이 ‘비성년’들에게도, 보다 어리고 더욱 풋내 나는 미성년의 시절이 있었을 터. 이 시집 <후르츠 캔디 버스>는 소녀였던, 소년이었을 그들의 성장기다."
