title,summary
우리말의 수수께끼,"문자의 탄생부터 이두와 향찰, 훈민정음을 거쳐 이모티콘까지 우리말, 글과의 즐거운 만남을 주선하는 책. 많은 사람들이 '우리말 우리글'하면 따분하고 재미없는 이야기로 치부하기 일쑤다. 대학에서 강의를 하고 있는 지은이들은 이 점에 착안, 대중적인 한글 이야기 책을 펴냈다.

소제목도 '우리 조상들은 한문 경전을 어떻게 읽었을까', '훈민정음은 모든 백성이 사용했는가', '최만리는 왜 훈민정음 창제를 반대했을까' 등 호기심을 유발하는 내용으로 짜여졌다. 16 장으로 나누어 훈민정음 창제 이전과 이후의 문자생활을 두루 살펴보았다.

또한 창제과정에서 볼 수 있는 몇 가지 의문사항을 정리해 객관적 근거와 함께 제시했다. 그 중에서도 가장 관심을 끄는 것은 '최만리의 상소문'. 왜 훈민정음 창제를 반대했는가를 당시의 지배 이데올로기 -- 중화사상 -- 를 중심으로 고찰한다.

한글사용과 관련된 쟁점은, 모아쓰기와 풀어쓰기의 역사이다. 풀어쓰기는 주시경이 제창하여 그 후학들이 전폭적으로 지지한 문자정책으로 남한에서는 1954년 모아쓰기 한글간이화 방안이 작성되면서 일단락 되었다. 북한에서는 핵심적 지지자인 김두봉의 정치적 몰락과 함께 풀어쓰기 논쟁은 사라져버렸다.

최근에 와서 쟁점이 된 사안은 '로마자 표기법'. 외국인을 위한 우리말 표기법이 실제 발음과 괴리가 있어 문제가 있다는 내용을 담았다. 그밖에도 컴퓨터 통신으로 활성화된 이모티콘 사용에 대해서 다뤘다."
찬란,"시집 <바람의 사생활>, 산문집 <끌림>을 펴낸 이병률 시인의 세 번째 시집. 전작 <바람의 사생활> 이후 3년 3개월 만에 발간되는 시집으로, 이번 시집은 '살아 있음'을 통해 만난 생의 떨림으로 가득하다. 지극히 투명하고 눈부신 모든 생, 그 '찬란'의 순간을 시인의 눈으로 손끝으로, 귀와 입으로 더듬어 감각해낸 총 55편의 시가 담겨 있다.

'찬란'은 무엇일까. 시인은 말한다. ""살고자 하는 일이 찬란이었""다고. 빛이 번쩍거리거나 수많은 불빛이 빛나는 상태, 또는 그 빛이 매우 밝고 강렬하여 매우 화려하고 아름다운 상태. 시인은 이번 시집에서 살아 있음에 대한 감탄이자, 의지를 노래한다. 또 다른 나를 인식하며, 바닥없는 슬픔을 응시하는 시인의 깊고 조용한 시선을 느낄 수 있는 시집이다."
맨발,"문태준 시인의 두 번째 시집. 시인, 평론가 115명이 지난해 문예지에 발표된 시 중 가장 좋은 작품으로 뽑은 '맨발'이 표제작으로 실려있다. 이번 시집에서 시인은 익숙한 소재들 속에서 생의 비의를 발견한다.

'맨발'은 시인의 언어가 삶의 신비를 꿰뚫어 종교의 경지에 이르는 도정을 보여준다. '느림'에 대한 시인의 통찰, 기록될 수 없는 것을 기록하는 시인의 운명을 노래한 시편들이 눈에 띈다. 낯익어서 낡은 것처럼 보이는 사물에 독특한 개성을 부여, 알 듯 모를 듯한 삶의 의미를 담아내는 것이 바로 문태준의 시세계이다.

이성복 시인은 ""포획한 대상을 흐물거리는 단백질 덩어리로 만들어놓는"" 뛰어난 표현력을 높이 평가했으며, 평론가 이희중은 '낡은 풍경을 낡지 않게 보여주는 독특한 방식'에 찬사를 보냈다."
빌리 엘리어트,"영국 아카데미 최우수작품상을 수상한 영화 [빌리 엘리어트]를 소설로 읽는다. 작가는 멜빈 버지스. 영국 문단, 특히 청소년문학에서 최고 권위를 자랑하는 카네기 메달을 수상하는 등 본격문학의 관록을 쌓아온 그는 보수적인 영국 사회에서 드러내길 꺼리는 금기시된 소재를 곧잘 문학적 테마로 삼는 탓에 격찬과 논쟁을 불러일으키는 문제 작가로 알려져 있다.

작가 멜빈 버지스는 스크린에 공백으로 남아있던 부분을 섬세한 필치로 채워 넣으며 자기만의 화법으로 이야기를 다시 썼다. 그것은 일차적으로 등장인물들의 심리를 장마다 서로 다른 '나'를 내세운 다중 일인칭 시점으로 재구성한 데서 기인한다. 인칭이 모두 나인 만큼 객관적인 사건을 구체적으로 설명해주는 한편, 화자들이 여럿이므로 한 사건에 대한 여러 시각들을 제공한다.

책의 시대적 배경은 1984년 영국 더램의 탄광촌, 보수당의 대처가 소위 대처리즘이라 불리는 신자유주의 정책을 펴고 있던 때다. 그 무렵 탄광 노동자들은 노조활동의 규제와 함께 어느 때보다도 경찰들에 의해 시위와 파업이 강력하게 진압당하는 힘든 나날이 이어졌다. 책은 이런 모습을 생생하게 보여준다.

그곳에 사는 빌리 엘리어트는 전형적인 노동자계급인 광부 아버지와 형, 그리고 할머니와 살고 있는 11살짜리 소년이다. 거칠고 무뚝뚝한 아빠와 형은 탄광을 폐쇄하려는 움직임에 불안하고 조급하다. 그들은 그 곳을 벗어날 길을 찾지 못한 채 도돌이표 인생을 살고 있다. 그러던 어느 날, 무미건조한 일상 속에서 벗어나는 순간이 빌리에게 찾아온다."
페널티킥 앞에 선 골키퍼의 불안,"현대 독일 문학을 대표하는 작가 페터 한트케의 소설. 페터 한트케는 보편적인 문학성에 반하는 실험적인 작품들로 항상 새로운 화두를 만들며 해마다 가장 유력한 노벨상 수상 후보로 지목되고 있다. 그의 소설은 통상적으로 '줄거리 없는 소설'이라 얘기되는데, 이 작품은 한트케가 1970년대 들어 자신만의 방식으로 전통적인 서사를 회복하는 시발점이 되었다.

한때 유명한 골키퍼였던 요제프 블로흐는 공사장 인부로 일하다 석연찮게 실직하고 방황하던 중 우발적으로 살인을 저지른다. 불안과 강박에 시달리며 납득하기 힘든 언행을 일삼는 블로흐의 모습을 통해 소외와 단절의 현대 사회, 그 불안한 단면이 투명하게 드러난다. 작가의 오랜 친구이자 영화계의 세계적인 거장 빔 벤더스가 이 작품을 영화화하며 감독으로 데뷔하기도 했다."
에이번리의 앤,"'인디고 아름다운 고전 시리즈' 19권. 매슈와 마릴라 남매의 집의 입양되어 두 사람의 따뜻한 사랑을 받고 자란 앤, 빨간 머리의 주근깨 소녀가 어느새 열여섯 살이 되어 자신이 공부한 에이번리 학교에서 학생들을 가르치는 선생님이 되었다. <에이번리의 앤>은 소녀에서 숙녀로 성장해가는 앤의 이야기를 담은 작품이다.

세상을 떠난 매슈의 빈자리를 채우는 가장으로, 마릴라를 도와 고아가 되어 버린 쌍둥이를 돌보는 다정한 누이로, 에이번리 학교에서는 아이들과 울고 웃으며 함께 성장해가는 초보 선생님으로 자신에게 주어진 역할들을 행복한 마음으로 해나간다.

땋아 내린 빨간 머리, 볼록 튀어나온 이마와 커다란 눈, 주근깨를 가진 특별한 주인공 '빨간 머리 앤'을 자신만의 시선으로 그려내며 많은 독자들에게 사랑을 받은 김지혁 작가. 앤의 두 번째 이야기에서도 김지혁 작가가 그려낸 새로운 세계가 펼쳐진다. 아름다운 숙녀가 된 앤은 물론이고 초록 지붕 집, 아름다운 에이번리의 자연 풍경, 앤의 상상 속 장면들은 김지혁 작가 특유의 빛을 머금은 일러스트들로 재탄생되었다."
악역의 엔딩은 죽음뿐 1~4 + 외전 박스 세트 - 전5권,"역하렘 공략 게임의 악역, 에카르트 공작가의 하나뿐인 공녀이자 입양아 페넬로페로 빙의했다. 그런데 하필 난이도는 극악! 뭘 해도 엔딩은 죽음뿐이다. ‘진짜 공녀’가 나타나기 전에 어떻게든 여주의 어장 중 한 명을 공략해서 이어져야 한다.

사사건건 시비를 거는 오빠 1, 2,모든 루트가 죽음으로 이어지는 미친 황태자, 여주바라기 마법사와 충직한 노예 기사까지! ‘일단 가망성 없는 놈들은 바로 버리자.’ “그동안 제 주제를 잘 몰랐어요. 앞으로는 쭉, 신경 쓰실 일 없이, 쥐죽은 듯 살겠습니다.”"
19세,"한 소년의 열세 살에서 열아홉 살까지 삶의 기억을 담은 작가의 자전적 성장소설. 어른 세계로의 입사식(入社式)을 무사히 치러내기 위한 통과제의로서의 교육과정, 우리들의 푸르른 그 시절의 꿈을 바치는 소중한 앨범과도 같은 책이다.

대사가 생생히 살아있어,마치 옆방에서 두런 두런 나누는 이야기를 듣고 있거나 저자거리의 싸움판을 보고 있는 듯한 느낌을 주는 것이 이 소설의 특징이다."
모두 아름다운 아이들,"'TV, 책을 말하다'(KBS-1TV) 선정 도서. 여전히 열악한 우리 교육의 현장에서 예민한 젊은 영혼이 겪는 번민과 방황을 섬세하게 추적하는 과정에 일기체 형식으로 쓰여진교육소설이다. 1996년 초판을 펴낸 이후, 12년 동안 25쇄를 찍었고, 그간 5만여 부를 꾸준히 발행한 스테디셀러이기도 하다.

이 소설은 그들, 청소년들의 욕망과 시선, 우정, 애정, 고독, 삶에 대한 성찰 등을 모두 다섯 편의 연작으로 아름답게 그려낸다. 그들의 도전과 방황, 반성과 깨달음이 이 아름답고 정교한 소설 속에 그들 자신의 육체와 감각으로 새롭게 탄생한다."
여우가 잠든 숲 2,"스토리콜렉터. 독일을 넘어 전 세계를 매혹시킨 넬레 노이하우스의 '타우누스 시리즈' 여덟 번째 작품이다. 속편은 전편을 뛰어넘기 힘들다는 속설과는 달리 타우누스 시리즈는 신작이 나올 때마다 내용과 구성 면에서 더욱 진화된 모습을 선사하며 뜨거운 화제를 낳았다.

아름다운 풍경과 평범한 사람들 이면에 숨겨진 어둠을 정교하고 흥미로운 이야기에 담은 <여우가 잠든 숲> 역시 현지에서 출간되자마자 독자들의 극찬을 받으며 슈피겔과 독일 아마존 베스트셀러 1위를 차지했다. 이 책은 기존 타우누스 시리즈를 뛰어넘어 품격 있는 미스터리 스릴러로 독자들의 더욱 높아진 기대를 충족시켰다.

독일 타우누스 지방의 작고 아름다운 루퍼츠하인은 보덴슈타인이 어린 시절 살던 동네로 살해된 이들이 모두 그와 잘 아는 사이여서 더욱 충격을 더한다. 불타버린 남자, 살해된 말기 암 할머니, 자살로 위장된 신부 등 사건은 이이지고, 보덴슈타인과 피아 콤비의 수사는 방향을 잃은 듯 지지부진 진행된다.

그때 보덴슈타인은 현재 일어나는 일련의 사건이 42년 전 자신의 어릴 적 소꿉친구와 애지중지 키우던 여우의 실종 사건과 연결되어 있음을 직감한다. 당시 첫사랑이었던 여우 막시의 실종은 어린 그에게 커다란 상처를 남겼다. 과거의 아픔은 지워지지 않고 퇴적물처럼 침잠해 있다가 악몽으로 나타나곤 했다. 여전히 트라우마로 남은 그날의 일로 자책하는 보덴슈타인은 개인적으로 관계된 사람들을 편견 없이 수사해갈 수 있을까?"
뜨고 지고! : 자연,"'끼리끼리 재미있는 우리말 사전' 시리즈의 1권. 자연을 부르는 우리말들을 실었다. 말뜻에 담긴 뜻과 느낌과 풍경이 자잘하게 재미난 그림으로 다 풀려 있고, 가까운 말, 비슷한 말, 함께 쓰이는 말을 끼리끼리 엮어 술술 읽히는 글로 뜻을 풀어놓았다. 그림책처럼 보기 쉽고 이야기책처럼 읽기 쉬운 우리말 책이다.

우리말의 아름다운 세계를 잘 볼 수 있는 방법 가운데 하나는 말을 갈래 쳐서 끼리끼리 모아보는 것. 다양한 손주먹 크기를 나타내는 자밤, 줌, 움큼, 모숨이 어떻게 다른지, 어떻게 비슷한지, 또 별똥별과 꼬리별, 붙박이별과 떠돌이별이 어떻게 다른지는 끼리끼리 모아보면 쉽게 알 수 있다."
멋진 신세계,"소설의 세계에서는 과학의 발달로 인간이 시험관 아기로 태어나 시스템에 의해 수정되고, 각각의 계급에 맞게 길러져 병 속에서 제조되며 사회의 통제 속에서 생활한다. 이 소설은 유토피아에서 태어난 인간과 그렇지 않은 인간과의 사고의 대조를 현실감 넘치게 그려내어 읽는 이로 하여금 소름이 끼치게 만들고 있다.

가상 세계의 인간들은 생산되어질 때 계급이 정해지고 거기에 맞추어 신체적인 발육과 지적인 능력이 약품으로 조절되어 생산되어진다. 그리고 이후로는 반복적인 수면교육과 학습으로 인간은 기계화 되며 ‘소마’라는 약품으로 감정이 길들여진다. 남녀의 관계는 단지 성적인 쾌락의 대상이다. 소설은 결혼, 사랑, 애정의 개념이 모두 사라진 세계를 그리고 있으며, 인간은 인간에 의해 감정과 계급이 정해진다.

헉슬리는 이 책에서 우리가 과학의 공포를 올바르게 깨달아야 한다고 말한다. 과학은 완전히 인간의 소유물이며. 우리가 과학의 발달을 정확하게 인식할 때, 과학은 우리에게 무한대의 평화와 행복을 누리게 해줄 수 있다는 것이다. 즉, 진정한 인간의 양심이 과학을 관리할 때에야 비로소 과학은 무한대의 행복을 나누어 준다."
소드 아트 온라인 프로그레시브 1,"인기 라이트노블 <소드 아트 온라인> 본편 시리즈 1~2권에 해당되는 에피소드, 게임 '소드 아트 온라인’의 배경이 되는 부유성 ‘아인크라드’를 순차적으로 공략해 나가는 외전 시리즈가 등장!!

총 100층으로 구성된 ‘아인크라드’를 맨 꼭대기 층까지 클리어해야만 생존이 가능한 본편의 설정을 그대로 살려, 외전에서는 본편에서 다루지 않았던 각 플로어의 특성을 새로운 에피소드를 더하여 제1층부터 순차적으로 다루고 있다. 그야말로 <소아온> 팬을 위한 궁극의 시리즈!! 본편 시리즈와는 또 다른 재미를 느낄 수 있을 것이다!"
어느 가슴엔들 시가 꽃피지 않으랴 2,"2008년, 한국 현대시 100주년을 맞아 시인 100명이 추천한 애송시 100편을 엮은 책. 「조선일보」에서 ‘한국 현대시 100년 시인 100명이 추천한 애송시 100편’이라는 타이틀로 1월 1일부터 5월 4일까지 연재했었다. 100명의 시인들이 추천한 다양한 시는 김소월, 한용운부터 김수영과 기형도, 그리고 안현미와 김경주 같은 젊은 시인들까지 두루 소개되고 있다. 여기에 정끝별과 문태준 시인의 맛깔스러운 해설, 그리고 권신아와 잠산의 그림이 어우러졌다."
나비야 청산 가자 1,"<무궁화 꽃이 피었습니다>, <한반도>의 작가 김진명이 북핵 문제를 소재로 쓴 장편소설. 조선을 일본 식민지로 전락시킨 가쓰라-태프트 밀약, 남북을 분단시킨 얄타 협정, 그리고 강대국의 손에 의해 한반도의 운명이 결정된 역사의 기억이 맞물려 전개되는 이야기이다.

중동으로 핵무기를 싣고 떠난 북한 선박과 이를 나포하려는 미국 PSI 특공부대 사이의 위기 촉발, 국제선거단체에 거금을 내놓고 국내 대선 정국을 뒤집어엎을 시나리오를 전달한 의문의 의뢰인과 이를 쫓는 국정원의 긴박한 움직임 등, 2007년 대한민국의 시대상황을이 소설의 배경이다.

이야기의 큰 축을 이루는 내용은, 한반도를 또 다른 분단으로 내몰 수 있는 제2의 얄타회담에 상응하는 밀실 협약이 美.中 간에 이루어졌는지에 관한 진상을 파헤치는 것이다. 그 실마리를 푸는 주인공들은 미국 스탠퍼드 대학에 유학 중인 대한민국 젊은이와 주한 중국대사의 아들이다. 작품 속 모든 사건들과 위기들을 해결해줄 실마리는 '나비야 청산 가자'라고 명명한 남북 공동 비밀 프로젝트에 있다.

2006년 10월29일 베이징 6자 회담을 앞두고 미국 측 수석대표 크리스토퍼 힐이 사라진다. 북한 핵실험 성공 후 처음으로 갖는 회담, 전 세계의 이목이 모두 북경에 쏠린 시점에 그는 왜 잠적했던 것일까? 같은 시간 남태평양 피지 섬에서는 중국 측 대표와 북핵 장악을 위한 비밀 협상을 진행했다는 설이 조심스럽게 대두되는데...

* 본 도서는 2009년 12월 31일자로 출판사명이 ""대교베텔스만""에서 ""대교북스캔""으로 변경되었습니다. 일부 도서의 경우 기존 출판사명으로 배송될 수 있으나 내용상의 차이는 없다는 것을 안내 드리며 구매회원님의 이해를 바랍니다."
악마와 미스 프랭,"세계적인 베스트셀러 작가 파울로 코엘료의 '그리고 일곱번째 날...' 3부작의 마지막 권. '그리고 일곱번째 날...'은 사랑(<피에트라 강가에서 나는 울었네>), 죽음(<베로니카, 죽기로 결심하다>), 부와 권력(<악마와 미스 프랭>) 등 삶의 본질적 문제에 맞닥뜨린 인간이 1주일 동안 겪는 사건을 통해, 생의 의미와 인간의 본성에 대해 성찰하는 이야기이다.

소설의 무대는 프랑스의 산골마을 베스코스. 그곳에 낯선 이방인이 찾아오면서 이야기가 시작된다. 이방인은 마을 호텔의 여종업원인 미스 프랭에게 막대한 양의 금괴를 보여주며, 마을 사람들의 목숨을 담보로 한 제안을 한다. 평범하게 살아왔던 베스코스 주민들은 선악에 관한 악마의 시험을 치르게 되는데..."
한밤중에 행진,"<공중그네>, <면장 선거>, <남쪽으로 튀어!>의 작가 오쿠다 히데오의 장편소설. 25세, 두려울 것도 아까울 것도 없는 청춘들이, 도쿄의 밤거리를 질주하며 야쿠자와 한판 승부를 벌인다. 오쿠다 히데오 소설 특유의 독특한 캐릭터와 참신한 시각을 지닌, 일명 '폭소 스릴러'. 일본에서 TV드라마로 제작.방영되기도 했다.

자칭 '청년 실업가' '타칭 2류 양아치'인 요코야마 겐지, 명문 게이오 대학을 졸업하고 대기업인 미타 그룹에 입사했지만 운동신경도 업무 능력도 떨어져 회사에서 늘 바보 취급을 받는 과집중증 환자 미타 소이치로, 모델 출신으로 사기꾼 아버지를 경멸하며 평범한 인생을 거부하는 구로가와 치에.

어딘가 나사가 풀린 것 같으면서도 미워할 수 없는 이 세 사람은, 야쿠자의 도박장에 돈을 훔치러 들어갔다가 우연히 마주친다. 그리고 운명공동체가 되어 10억 엔을 목표로 하는 완전범죄를 계획하는데..."
오만과 편견,"영국의 여성 작가 제인 오스틴의 대표작으로 꼽히는 <오만과 편견>의 완역본. 사랑과 결혼을 둘러싸고 벌어지는 유쾌한 연애 사건을 그렸다. 두 남녀의 미묘한 심리적 갈등이 감각적이고 풍자적인 필치로 묘사된다. 1940년 그리어 가슨, 로렌스 올리비에 주연의 영화로 제작되었고, 2005년 존 라이트 감독이 또 한 차례 영화화했다.

주인공은 아름답고 영리한 엘리자베스와 겉으로는 무뚝뚝해 보이지만 섬세하고 자상한 성격을 지닌 다아시. 가슴에서는 감정의 동요가 일어나지만 서로에 대한 오해와 편견으로 눈이 멀어 있는 두 사람이다."
69,"파리 68 혁명의 여파와 베트남전쟁, 히피문화로 기억되는 1969년을 배경으로 전후 일본사회에서 질풍노도의 시기를 보낸 열일곱 살 소년들의 이야기. 무라카미 류의 자전적 성장 소설로 반미를 외치면서도 그들의 문화와 예쁜 여학생에게 열광했던 솔직하고 대담한 고교생들의 모습을 그렸다.

열일곱 살의 고교생인 '겐'은 삶이 무조건 즐거워야 한다고 생각하는 주의다. 두 명의 친구와 함께 영화, 연극, 록과 시가 있는 페스티벌을 기획하고 영화를 제작하면서 겐은 학교에서 가장 예쁜 소녀와 친해지는 데 성공한다. 그리고 정치적인 행동에 흥미를 가진 그녀와 학교의 바리케이드 봉쇄를 결심한다.

스스로 인생을 계획하고 그로 인해 흥분하고 좌절하며, 한 여학생의 마음에 들기 위해 무기정학까지 감수해야 했던 이 열혈 고교생의 이야기는 ""어떻게 하면 즐겁게 살 수 있을까"" ""즐거움이란 무엇인가""라는 질문에 다름 아니다. 자신이 천착해 온 기존의 이미지를 크게 바꾼 이 소설에 대해 류는 ""이렇게 즐거운 소설은 다시는 쓸 수 없을 것""이라고 말하기도 했다."
이별의 능력,"전통적인 의미의 서정시와 뚜렷이 구분되는 자신만의 시 세계를 구축하며 활발한 시작 활동을 펼쳐온 김행숙 시인이 두 번째 시집을 펴냈다. 2003년 출간된 첫 시집 <사춘기> 이후 4년 만이다. ""경계에 걸려 흔들리는 불안한 감성""이 첫 ""시집의 미학을 조준""(이장욱)했다면, <이별의 능력>에서 그녀의 시는 그 경계를 넘나들며 ""시뮬라크르들을 사랑하라""고 ""은은하게 권유하고 발랄하게 유혹한다.""(신형철)는 평가를 받았다.

김행숙 시인의 언어는 특정한 시적 의미로 수렴되지 않고 의미의 바깥으로 흩뿌려진다. 그녀의 시에 등장하는 사물이나 현상은 '상징'이 아니다. 그것을 수식하는 형용사는 실존적인 뉘앙스를 풍기지 않으며, 특정한 느낌의 전달만을 목표로 하는 것처럼 보인다. 해설을 맡은 문학평론가 신형철씨는 이것을 '시뮬라크르'로 설명한다."
밤의 괴물,"""밤이면 나는 괴물이 된다. 괴물이 되어 밤마다 왕따 소녀를 만난다."" <너의 췌장을 먹고 싶어>, <또다시 같은 꿈을 꾸었어>의 작가 스미노 요루의 학교 문제를 파헤친 문제작.

적당한 교우관계, 적당한 성실함, 적당한 존재감으로 일관하는 중학생 '나' 아다치. 무슨 연유에서인지 밤만 되면 괴물로 변한다는 것 외에는 평범한 소년이다. 그에 비해 반의 왕따 소녀 야노 사쓰키는 여러모로 특이하다. 독특한 말투에 아무리 무시당해도 사람들에게 말을 거는 끈질김, 분위기 파악 못하는 둔함, 수시로 넘어지고 다치는 서투름까지, 이래저래 눈에 띄는 존재다. 물론 좋지 않은 방향으로.

반 아이들은 당연하게도 야노를 따돌리고 괴롭힌다. 마치 벌레라도 되는 양 기피하고 무시하는 것은 기본이며 개구리를 신발장에 넣고 책상에 분필 가루를 뿌려놓는다. 누가 실수로라도 야노에게 호의적인 모습을 보일 경우 그 아이에게도 괴롭힘이 쏟아진다. 그러므로 야노와는 얽히지 않는 것이 최선이다. 그런 그녀가 자신의 비밀을 알아버렸다. 그날부터 둘은 매일 밤 학교에서 만나게 된다."
저지대 (리커버 특별판),"2009년 노벨문학상 수상작가 헤르타 뮐러의 데뷔작. 작가 자신이 나고 자란 루마니아 바나트의 시골 정경을 몽환적이고 초현실적인 이미지에 담아낸 소설집이다. 표제작 '저지대'를 비롯해 19편의 단편이 수록되어 있다. 유년의 기억, 그로테스크한 일상의 단편, 숨쉬는 공기에도 죽음과 불안이 배어나는 악몽의 세계가 서정적이고 시적인 언어를 통해 펼쳐진다.

이 책은 1982년 루마니아 부쿠레슈티의 크리테리온 출판사에서 처음으로 출간되어 헤르타 뮐러라는 이름을 세상에 알리는 계기가 되었지만, 총 열아홉 편이 실린 원래의 온전한 모습으로 세상의 빛을 보기까지는 삼십여 년의 세월을 겪어야 했다. 한국어판 <저지대>는 노벨문학상 수상을 계기로 독일 한저 출판사에서 새롭게 출간된 개정판을 번역의 저본으로 삼았다.

표제작 '저지대'는 삼백여 년 전부터 그곳에서 살아왔고 앞으로도 살아갈 고향 니츠키도르프의 농부들에 대한 이야기이자 공포와 불안이 숨쉬는 공기까지 배어 있는 이곳에서 보낸 어린 시절의 기록이라고 할 수 있다. 어린 소녀를 일인칭 화자로 내세워 시골 마을의 풍경과 그곳에서 살아가는 사람들의 답답하고 경직된 일상을 묘사한다.

표제작 '저지대' 외에도 기계공장의 번역사였다가 당국에 협조하지 않았다는 이유로 해고당한 작가의 실제 경험을 엿볼 수 있는 '잉게', 그들만의 관습과 규칙을 고수하며 살아가는 사람들에 대한 이야기를 담은 '마을 연대기' 등 모두 열아홉 편의 단편을 만날 수 있다."
어떻게 사랑할 것인가,"<문학의 숲을 거닐다> 저자 장영희가 남긴 단 하나의 강의록. 장영희 교수가 우리 곁을 떠난 지 3년이 지난 2012년 봄, 문학전도사이자, 희망전도사인 그녀의 육성이 담긴 최초이자, 하나뿐인 강의록이 출간되었다. 이 책은 장영희 교수가 생전에 청춘들에게 삶과 사랑, 그리고 문학에 대해 강의한 내용을 정리한 책이다.

강의록이지만 에세이와 마찬가지로 그녀만의 맑고 뚜렷한 말투로 문학이라는 딱딱한 주제를 재미있는 일화들과 잘 연결시켜 삶에 있어서 문학이 왜 중요한지를 설명하고 있다. 젊은이들에게 문학작품을 읽음으로써 남과 더불어 사는 세상에서 남을 이해할 수 있고 그럼으로써 삶을 어떻게 살아갈 것인지, 다시 말해 어떻게 사랑할 것인지를 배울 수 있다는 내용을 자세하게 설명한다.

평생 소아마비라는 장애를 안고 암투병이라는 힘든 여정의 삶을 겪어왔지만, 언제나 희망을 잃지 않고 문학을 사랑하고 삶을 사랑하고 무엇보다 자신의 제자들을 비롯, 이 땅의 청춘들을 사랑했던 그녀가 젊은이들에게 유일하게 남긴 '사랑과 문학'의 이야기이다."
구운몽,"현암사는 고전 읽기가 즐겁지 않았던 이유가 표현의 문제에 있다고 보고, 한문으로 된 문장은 우리말로 풀어쓰고, 필요에 따라 해설을 삽입하여 주석이 없이도 누구나 쉽게 읽을 수 있도록 한 우리가 정말 알아야 할 우리가 정말 알아야 할 우리 고전 시리즈를 펴냈다.

<구운몽>은 불제자 성진의 꿈의 세계를 중심으로 그린 소설이다. 주인공 성진이 꿈 속에서 양소유라는 이상적인 남성이 되어 화려한 일생을 살다가, 꿈에서 깨어 다시 불제자로 돌아간다는 액자적인 환몽구조로 되어 있다.

이 이야기는 전체적으로 유불선(儒佛仙) 삼교를 두루 수용하고 있다. 불제자 성진을 통하여 불교를, 작품의 대부분에 그려진 양소유의 삶을 통해서는 유교, 도교를 보여준다. 그러나 근원적으로 양소유의 그토록 화려하고 애욕에 찼던 인생이 하룻밤 사이의 짧은 꿈에 지나지 않은 것이었음을 강력하게 시사하고 있다.

<구운몽>은 국문 사본, 국문 판본, 한문 사본, 한문 판본 등 수십 종의 이본이 전해지는데, 그 선후 관계가 아직 명확하게 밝혀지지 않은 것은 물론이고 한문본과 한글본 가운데 어느 것이 서포의 원작이며 어느 것이 앞선 것인지도 단정하기 어렵다.

서포가 어머니를 위로하기 위하여 국문 소설을 많이 썼다는 기록에 따라 국문학 연구자들은 오래전부터 <구운몽>의 원작이 한글로 표기되었을 것이라 생각했다. 즉 한글본이 원작이고 한문본은 한글본의 한역으로 본 것이다.

이 책의 바탕본은 서울대학교 도서관 소장본인 4권 4책으로 된 한글 필사본이다. 옮겨 적는 과정에서 잘못 베끼거나 빠뜨린 곳, 중첩된 곳 등이 적지는 않으나 고어가 많이 쓰이는 등 현존 한글본 가운데 가장 오래되고 잘된 본으로 알려져 있다. 지은이는 비문이나 번역투의 매끄럽지 못한 문장을 고쳐 쓰고, 바탕본의 잘못되었거나 부족한 부분을 바로잡고 보충하였다."
테메레르 1,"나폴레옹 전쟁이 절정이었던 시대를 배경으로, 용들의 격렬한 공중전이 펼쳐진다. 로커스상, 콤프턴크룩상을 수상하고, 휴고 상 및 캠벨 상에 노미네이트된 판타지소설로, '반지의 제왕'의 피터잭슨 감독이 영화화하기로 결정하면서 화제를 모았다.

나폴레옹 전쟁이 한창이던 19세기 초. 불과 산을 뿜는 용과 비행사로 구성된 각국의 비행중대가 유럽의 하늘을 새로운 서사 판타지로 물들인다. 대서양에서 스코틀랜드의 라간 호수까지, 트라팔가르 해전에서 도버 전투까지, 고상함과 지혜를 갖춘 용 테메레르와 그의 비행사가 된 로렌스 대령의 우정과 모험 이야기."
